,age,sport_licence,niveau_etude,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,imc
264,36,non,doctorat,non,2938,divorcé,5.0,0.63,1687996800.0,,10000.0,500.0,33.77988165680473
265,35,oui,bac+2,non,3879,célibataire,0.0,0.5,1681862400.0,,5000.0,500.0,23.053265868904802
266,66,non,master,oui,4197,divorcé,1.0,0.85,1725580800.0,,10000.0,500.0,21.659748447301897
267,34,oui,doctorat,non,1446,marié,,0.11,1672012800.0,465.0,,6960.69936859739,20.79759112075908
268,62,non,bac+2,non,3214,divorcé,,0.3,1624492800.0,,903.41,16711.385025422842,21.874156089657035
269,28,oui,bac+2,non,1689,veuf,0.0,0.65,1622332800.0,,,29780.01970191709,16.856247424739973
270,72,non,aucun,non,1091,divorcé,,0.74,1649462400.0,608.0,5000.0,500.0,26.778786453643033
271,34,oui,bac+2,oui,869,veuf,0.0,0.44,1608681600.0,,1008.06,500.0,21.506893854194068
272,67,non,master,oui,2858,,,0.79,1708732800.0,,,500.0,29.795784278521822
273,31,oui,bac+2,non,4194,veuf,,0.77,1635897600.0,,,11334.949659759515,26.807651052166545
274,50,non,bac+2,oui,3007,divorcé,,0.61,1742428800.0,427.0,,500.0,19.81647502962599
275,27,non,bac,non,500,,,0.52,1602288000.0,497.0,5000.0,500.0,22.34595045539901
276,44,oui,bac+2,non,3739,veuf,2.0,0.04,1748131200.0,,513.96,4073.275744228335,25.01076629047311
277,27,non,bac,oui,1727,,2.0,0.21,1691971200.0,595.0,5000.0,500.0,27.837877278581804
278,51,oui,bac,non,4562,veuf,,0.46,1647043200.0,,735.67,6269.273516866585,18.107908232101273
279,32,oui,master,non,2085,divorcé,0.0,0.43,1584748800.0,717.0,1110.9,8036.926835295528,28.08079255578554
280,72,oui,bac+2,non,3017,,,0.71,1688601600.0,,5000.0,500.0,30.14924038380608
281,28,oui,doctorat,oui,2777,marié,,0.08,1719964800.0,,,500.0,28.768480414570945
282,54,oui,doctorat,oui,1034,divorcé,,0.99,1746576000.0,,,1887.0557013554196,39.32517710603809
283,31,non,bac,non,3677,célibataire,1.0,0.35,1664841600.0,,,18508.072744337143,27.764858064241835
284,57,non,bac+2,oui,2725,,0.0,0.72,1747872000.0,,10000.0,500.0,33.30883555061185
285,38,oui,master,oui,500,,,0.9,1578355200.0,741.0,5000.0,500.0,19.46395072199182
286,19,non,doctorat,oui,2710,divorcé,,0.6,1610668800.0,,456.25,17202.968777774448,22.88912958046181
287,54,non,aucun,non,500,,2.0,0.28,1639958400.0,,5000.0,10529.209107225804,25.995787369137478
288,73,oui,master,non,2957,célibataire,5.0,0.31,1581379200.0,590.0,93.5,28031.7014101457,28.902163418179505
289,51,oui,bac+2,oui,3011,célibataire,,0.78,1649721600.0,,10000.0,500.0,14.224230029608377
290,62,oui,aucun,non,1386,,1.0,0.47,1619654400.0,,,500.0,14.527839706566986
291,68,non,master,non,732,célibataire,,0.56,1694908800.0,728.0,,7415.928233616646,19.982993197278915
292,71,oui,doctorat,oui,2650,,1.0,0.54,1629244800.0,649.0,351.97,8812.344456114333,27.644970676584673
293,63,oui,bac,non,2849,veuf,,0.06,1723939200.0,,,16896.71714239694,18.244701389656086
294,22,oui,bac+2,oui,2789,marié,,0.33,1641772800.0,342.0,,500.0,22.303140646335915
295,75,oui,bac+2,oui,2107,célibataire,,0.09,1594512000.0,805.0,10000.0,500.0,18.52751729200484
296,35,oui,doctorat,oui,2139,divorcé,,0.95,1617321600.0,,,13514.499252188314,29.53872186072067
297,56,oui,master,non,1215,marié,4.0,0.74,1623715200.0,626.0,5000.0,500.0,15.047659570052044
298,34,non,bac+2,oui,2901,veuf,,0.33,1739577600.0,,,500.0,16.15178724470287
299,65,non,bac,oui,3877,veuf,,0.29,1748304000.0,,,500.0,19.42074810005698
300,49,non,master,oui,3393,célibataire,,0.3,1714867200.0,379.0,,500.0,32.41956815661598
301,47,non,aucun,non,2013,marié,4.0,0.32,1698019200.0,450.0,10000.0,500.0,23.656176551387322
302,61,non,aucun,non,2669,divorcé,,0.64,1632096000.0,688.0,,19227.75847089817,30.447730158848035
303,75,oui,master,oui,3998,veuf,2.0,0.45,1691712000.0,569.0,5000.0,18094.12546371585,28.477710783214093
304,35,oui,aucun,non,2235,marié,,0.45,1676937600.0,,5000.0,500.0,26.147295546730657
305,45,oui,doctorat,oui,1786,,4.0,0.15,1624838400.0,496.0,,18657.275774742106,22.29702789979443
306,44,oui,aucun,non,833,célibataire,0.0,0.5,1625875200.0,588.0,10000.0,500.0,36.503256651474096
307,72,non,bac+2,oui,3407,,,0.27,1727395200.0,668.0,5000.0,3804.9173492159534,21.336494478988513
308,43,non,master,oui,1799,divorcé,1.0,0.62,1697500800.0,490.0,,500.0,30.728006644125628
309,67,non,bac,non,4414,,3.0,0.81,1634169600.0,630.0,10000.0,17699.173265350273,23.759473328468143
310,43,non,bac,oui,2756,divorcé,,0.04,1629676800.0,,1266.12,500.0,33.588281407933266
311,38,oui,bac+2,non,1816,,3.0,0.51,1671840000.0,796.0,,4761.08351981037,33.04991537471226
312,27,oui,master,non,1249,veuf,2.0,0.7,1646611200.0,579.0,5000.0,4818.502890286607,21.31764825880373
313,42,oui,aucun,oui,4990,divorcé,,0.86,1681603200.0,547.0,,500.0,21.203107330743894
314,19,oui,bac,oui,1828,divorcé,,0.53,1613520000.0,348.0,10000.0,500.0,20.467009713586517
315,67,non,doctorat,non,1433,marié,,0.09,1700092800.0,631.0,999.11,7231.81620233486,18.649990764324496
316,62,non,master,oui,1946,veuf,,0.31,1596844800.0,826.0,,29153.804464817644,17.543710528776273
317,44,oui,master,oui,1424,marié,,0.21,1611100800.0,,10000.0,500.0,16.753145934058672
318,26,non,master,non,3624,,5.0,0.51,1694476800.0,,10000.0,500.0,20.101734549015937
319,29,non,doctorat,non,2856,,,0.53,1740268800.0,364.0,,500.0,22.38731250625776
320,59,oui,aucun,non,3368,,,0.2,1698969600.0,734.0,1351.36,500.0,21.25488719246519
321,33,oui,doctorat,non,2496,marié,5.0,0.3,1643846400.0,,,7138.762735234996,33.77296415989752
322,74,non,master,non,2643,,,0.46,1696032000.0,,,4453.426615750728,27.09188739775705
323,49,non,bac+2,oui,1825,veuf,,0.31,1707523200.0,571.0,,500.0,21.170365715665653
324,40,non,master,non,3559,célibataire,,0.24,1651708800.0,,,20429.693991350305,28.868121076413026
325,23,oui,aucun,non,2859,veuf,,0.85,1746576000.0,,,17138.980737599995,24.256753720137773
326,20,non,doctorat,oui,1017,divorcé,,0.19,1709856000.0,562.0,10000.0,500.0,24.807016520559433
327,72,non,bac+2,non,3125,,,0.7,1636156800.0,,5000.0,500.0,19.784096098031114
328,68,non,bac+2,oui,3836,divorcé,,0.49,1627084800.0,,5000.0,11058.723476136376,24.781538295051806
329,41,oui,doctorat,non,4746,célibataire,5.0,0.4,1656979200.0,,5000.0,56461.97791911173,21.296296296296294
330,39,oui,bac,non,3298,,3.0,0.04,1642464000.0,346.0,793.3,28626.39798787251,14.078440610586151
331,67,oui,doctorat,non,3249,célibataire,,0.3,1660953600.0,,,18241.878144711696,26.797809541793576
332,33,oui,bac+2,oui,3314,veuf,0.0,0.57,1694390400.0,,739.01,6190.113683028287,21.863004911388494
333,66,oui,master,oui,2728,divorcé,,0.47,1630195200.0,,,6195.807421026357,30.46411114671176
334,22,oui,bac,oui,4059,divorcé,4.0,0.73,1690070400.0,,10000.0,500.0,28.00817869680953
335,30,oui,bac+2,oui,2622,,5.0,0.82,1687737600.0,309.0,1310.94,29814.937290839844,17.371950514510345
336,27,oui,aucun,oui,1334,veuf,,0.81,1581033600.0,,10000.0,500.0,37.03317500409651
337,41,oui,master,oui,1208,divorcé,3.0,0.73,1748476800.0,,,500.0,26.293801917430383
338,72,oui,master,non,2284,veuf,2.0,0.55,1586908800.0,,5000.0,16795.397739079275,23.49488725870962
339,53,non,aucun,non,3624,marié,0.0,0.92,1677110400.0,404.0,692.55,500.0,16.124054715731067
340,39,oui,bac+2,oui,1521,marié,,0.42,1606262400.0,811.0,,500.0,16.447175961379692
341,68,non,aucun,oui,4864,,,0.48,1651017600.0,830.0,,500.0,29.37067462590615
342,34,non,bac+2,oui,3746,célibataire,0.0,0.98,1629417600.0,607.0,10000.0,12271.756592178808,23.556150089653748
343,31,oui,bac+2,oui,2655,divorcé,0.0,0.63,1672790400.0,,,1503.7172445563097,15.62777037747601
344,57,oui,master,non,2679,,3.0,0.39,1686268800.0,447.0,10000.0,500.0,19.719048472500905
345,27,non,doctorat,non,3583,divorcé,,0.58,1739750400.0,,10000.0,32967.33273056818,20.687141684121098
346,53,non,bac+2,non,3517,célibataire,,0.26,1678147200.0,381.0,708.26,500.0,28.119959232479196
347,41,oui,bac,non,500,divorcé,,0.73,1746316800.0,,10000.0,5316.8665938929535,25.09556508337493
348,26,oui,bac+2,oui,2438,,3.0,0.6,1600473600.0,,828.93,500.0,16.7160284216226
349,21,non,master,non,2041,,,0.03,1666396800.0,,1377.18,9384.791996166874,24.117798503434127
350,24,non,bac,oui,500,divorcé,,0.66,1630800000.0,557.0,10000.0,500.0,28.32061023068968
351,47,non,doctorat,oui,1991,marié,,0.62,1650326400.0,,5000.0,9111.08491769923,9.030902384805728
352,44,oui,bac+2,oui,656,veuf,,0.75,1686528000.0,772.0,5000.0,6052.2440225128485,13.340701824600188
353,54,non,master,oui,2528,veuf,,0.47,1613520000.0,,10000.0,11811.257561764836,15.795011174970407
354,60,non,master,non,892,marié,,0.49,1658534400.0,,5000.0,500.0,22.81292570283984
355,26,oui,bac+2,non,4956,divorcé,,0.69,1672876800.0,560.0,,6247.348798195641,23.1520428231495
356,33,oui,doctorat,non,1441,divorcé,1.0,0.2,1701475200.0,846.0,5000.0,20767.919659685027,28.42318829655593
357,56,non,master,non,3608,,3.0,0.64,1588809600.0,472.0,,500.0,28.615919619083385
358,48,oui,aucun,non,3489,,,0.62,1654214400.0,,893.99,500.0,16.042224657089523
359,39,oui,master,non,3220,veuf,,0.15,1711152000.0,804.0,5000.0,10100.039113021918,23.434386391824823
360,71,non,aucun,non,3034,célibataire,,0.96,1581033600.0,,5000.0,500.0,24.38865943852131
361,19,non,aucun,oui,2543,célibataire,,0.55,1679875200.0,,5000.0,500.0,25.21031278110272
362,30,non,bac,oui,1809,veuf,5.0,0.3,1661731200.0,,322.1,500.0,32.14853732815862
363,38,non,bac,oui,3297,célibataire,0.0,0.52,1695772800.0,,10000.0,500.0,34.52709550291875
364,25,non,bac,oui,1469,,4.0,0.67,1667347200.0,,1024.09,500.0,20.78015262892922
365,34,non,master,oui,1436,,,0.02,1672963200.0,806.0,761.14,6072.09389749617,25.60585276634659
366,44,non,bac+2,oui,957,,4.0,0.09,1622419200.0,,690.91,500.0,23.03282280690805
367,36,non,doctorat,oui,4364,célibataire,3.0,0.88,1663977600.0,,,500.0,12.536698908081803
368,61,non,doctorat,non,2939,divorcé,,0.44,1614988800.0,430.0,10000.0,23163.758134565534,21.16250119697405
369,32,oui,bac+2,oui,1523,marié,,0.31,1587168000.0,,10000.0,500.0,21.528849410967673
370,18,non,bac,oui,1042,marié,,0.72,1588464000.0,550.0,10000.0,5015.683407227143,20.97505668934241
371,72,non,bac+2,non,500,célibataire,,0.28,1686787200.0,,,500.0,15.710564101043285
372,34,non,aucun,non,4835,célibataire,,0.39,1595203200.0,,10000.0,6484.315598996117,16.877941561093643
373,33,oui,bac,non,500,marié,0.0,0.29,1733443200.0,,5000.0,1523.340236271127,25.11031448469201
374,48,non,doctorat,oui,641,veuf,,0.25,1677369600.0,,,9083.64736885388,18.602353995955053
375,21,non,master,non,899,marié,,0.06,1610064000.0,417.0,10000.0,14690.944815172586,27.210092845697048
376,34,oui,doctorat,oui,3612,divorcé,,0.16,1591228800.0,,10000.0,28632.74994532048,20.8150857262614
377,29,non,bac,non,2187,divorcé,2.0,0.6,1666742400.0,801.0,1086.27,23239.858853569007,31.5899582205874
378,50,oui,doctorat,non,1599,divorcé,,0.35,1609286400.0,678.0,,500.0,28.833418134194243
379,72,non,bac,non,2552,,5.0,0.55,1591142400.0,486.0,,500.0,32.25112102440828
380,56,non,bac,oui,3685,marié,1.0,0.86,1611619200.0,602.0,10000.0,500.0,17.938313514358345
381,47,non,bac+2,oui,3892,marié,,0.38,1670976000.0,377.0,430.65,500.0,29.95442842185094
382,28,non,bac+2,non,3894,veuf,1.0,0.8,1735171200.0,446.0,5000.0,18273.85934788975,18.07551483633723
383,60,non,aucun,non,1796,divorcé,5.0,0.92,1597190400.0,,,500.0,32.22656249999999
384,73,oui,master,non,1925,divorcé,4.0,0.97,1661817600.0,,,18455.13234032478,23.186900192852864
385,62,non,bac+2,non,2129,célibataire,,0.18,1725926400.0,,,500.0,22.69430802604269
386,39,oui,master,oui,2088,marié,1.0,0.92,1612569600.0,517.0,5000.0,500.0,18.446089057097932
387,56,non,master,non,3389,veuf,,0.74,1626566400.0,,,500.0,13.587706287031699
388,41,non,doctorat,non,1535,,,0.57,1602374400.0,303.0,10000.0,11923.460623277217,24.074798373563624
389,67,oui,aucun,oui,2231,,,0.93,1596672000.0,,899.82,500.0,18.19713482919634
390,43,non,bac,oui,4181,,,0.35,1654560000.0,705.0,566.63,500.0,14.1783241668277
391,26,non,doctorat,non,3302,célibataire,,0.02,1712102400.0,769.0,1173.18,500.0,24.19012176188548
392,62,oui,master,oui,2943,,,0.49,1675900800.0,,10000.0,27965.9432467882,29.108728742428372
393,39,non,doctorat,oui,1592,veuf,,0.18,1683072000.0,,5000.0,3059.808321633036,28.403949405779326
394,25,oui,bac,non,823,célibataire,,0.18,1625270400.0,,,8899.756007617267,27.54093312663255
395,75,non,doctorat,non,1132,célibataire,,0.33,1701734400.0,416.0,,12315.732145524287,32.51973049173967
396,62,oui,bac+2,oui,1152,divorcé,,0.24,1703635200.0,711.0,1225.25,500.0,30.364671041915432
397,38,non,master,non,1962,célibataire,,0.07,1664496000.0,,5000.0,22457.588051445546,31.958616780045357
398,36,oui,bac+2,non,3385,veuf,4.0,0.48,1644969600.0,,10000.0,34423.96104480024,23.079996655519686
399,59,non,aucun,non,3397,célibataire,,0.95,1669939200.0,728.0,,500.0,17.823998630705084
400,19,oui,doctorat,oui,2641,marié,,0.44,1580256000.0,,10000.0,4989.175633207037,34.788958466805816
401,70,oui,bac+2,non,3393,divorcé,,0.64,1740441600.0,,10000.0,500.0,17.54828858006638
402,51,oui,bac+2,oui,2347,divorcé,,0.83,1648598400.0,768.0,5000.0,10162.255467232544,32.24404592541808
403,75,non,aucun,non,1979,marié,,0.17,1595635200.0,703.0,991.92,500.0,22.374164402796005
404,60,oui,master,oui,2922,marié,,0.29,1645660800.0,801.0,884.6,32915.55314275857,27.7616490056612
405,61,oui,aucun,non,2389,célibataire,0.0,0.68,1710201600.0,583.0,5000.0,500.0,23.89468592303342
406,36,oui,doctorat,non,2403,célibataire,,0.82,1721692800.0,,,19249.044580092504,26.729142805558528
407,44,non,bac,oui,869,célibataire,0.0,0.93,1653177600.0,684.0,10000.0,500.0,23.755034208865247
408,39,non,bac,non,4228,divorcé,2.0,0.63,1675555200.0,834.0,730.23,27249.21434434106,19.446288768004806
409,47,oui,doctorat,non,3288,,,0.18,1661990400.0,324.0,473.86,9993.643493478468,31.72740296545961
410,65,oui,doctorat,oui,1549,marié,1.0,0.28,1591833600.0,,,12021.190189928564,25.03556905292112
411,72,oui,master,non,3680,divorcé,4.0,0.8,1611878400.0,,689.33,8834.970527596277,15.804819294805414
412,62,non,master,non,3958,veuf,3.0,0.78,1659830400.0,609.0,5000.0,500.0,25.31131987141475
413,53,oui,master,non,819,,,0.68,1642896000.0,613.0,1045.54,500.0,19.368558059694905
414,55,non,bac,non,1426,,,0.94,1709510400.0,,10000.0,15300.48399994565,24.4084206010387
415,70,oui,aucun,non,2258,célibataire,,0.01,1675209600.0,307.0,,500.0,18.704637571872933
416,66,oui,aucun,non,2592,veuf,4.0,0.43,1602806400.0,,5000.0,500.0,19.01672080811677
417,53,non,master,oui,1706,marié,,0.5,1678406400.0,407.0,10000.0,500.0,19.39693119457934
418,64,non,bac,oui,3893,,,0.85,1698192000.0,,5000.0,500.0,21.938684634666597
419,52,oui,master,oui,1061,marié,,0.49,1648252800.0,573.0,,22120.572770436083,23.916239377532364
420,63,non,doctorat,oui,1972,veuf,3.0,0.81,1631836800.0,,5000.0,13813.401395801417,28.753374858064863
421,48,oui,bac+2,non,3718,divorcé,,0.94,1728259200.0,373.0,,24626.54352145576,28.83459729383676
422,31,oui,bac+2,non,3548,célibataire,,0.5,1719532800.0,,,32236.6807418404,32.82200450074193
423,40,oui,bac+2,oui,2164,célibataire,,0.09,1619654400.0,,5000.0,3317.3254488158727,29.93959735801889
424,32,oui,master,non,500,,3.0,0.01,1735776000.0,,5000.0,500.0,22.53592809205872
425,70,oui,aucun,non,3167,,5.0,0.48,1628640000.0,567.0,10000.0,26884.57001613465,19.66324538681536
426,66,oui,master,oui,4259,marié,5.0,0.29,1618963200.0,452.0,,24828.752245553707,25.282569898869724
427,33,oui,aucun,oui,500,divorcé,,0.3,1727740800.0,419.0,5000.0,500.0,13.246623699882353
428,64,non,bac+2,oui,1954,marié,2.0,0.67,1621987200.0,794.0,10000.0,9678.58014651794,29.952026259310696
429,24,oui,doctorat,oui,1801,marié,2.0,0.8,1623542400.0,806.0,5000.0,500.0,44.39911104286728
430,71,non,bac,non,500,marié,,0.52,1609891200.0,,615.65,500.0,19.00945824831716
431,71,non,aucun,oui,1803,divorcé,,0.3,1605830400.0,,,500.0,27.179174584961814
432,34,non,bac+2,non,897,,1.0,0.48,1614643200.0,,10000.0,4520.506354956131,23.596056797305437
433,35,non,doctorat,non,2723,marié,2.0,0.65,1683072000.0,718.0,5000.0,13786.883105494668,14.830140193448237
434,30,non,bac+2,oui,821,divorcé,5.0,0.35,1651449600.0,,10000.0,500.0,11.353682985907716
435,63,non,aucun,oui,2566,veuf,,0.35,1716076800.0,541.0,,500.0,38.653731573513575
436,56,oui,bac+2,oui,2087,veuf,,0.07,1746230400.0,477.0,5000.0,13748.903876883582,18.89406185400558
437,67,non,aucun,non,4070,marié,,0.26,1596412800.0,,5000.0,500.0,21.22307256235828
438,35,non,master,oui,2435,divorcé,5.0,0.95,1694304000.0,,5000.0,5912.492581135138,19.659490905877462
439,29,non,bac+2,oui,3633,divorcé,,0.16,1649808000.0,,1451.62,20521.947068923502,14.748087130111525
440,51,non,doctorat,non,1244,marié,,0.63,1748044800.0,,10000.0,7490.366408936411,34.4496024648215
441,61,oui,bac,non,1732,divorcé,,0.41,1683504000.0,,713.64,500.0,20.821256054844735
442,65,non,doctorat,non,1944,,,0.1,1623974400.0,304.0,192.05,18940.776642939378,27.926906112161305
443,26,oui,doctorat,non,5690,veuf,3.0,0.85,1630972800.0,324.0,,3616.424194140886,16.708008684360035
444,58,oui,bac,non,2998,veuf,1.0,0.98,1736035200.0,,439.52,5034.741909907433,15.827286515781692
445,71,non,bac+2,oui,1845,marié,0.0,0.59,1661040000.0,745.0,10000.0,500.0,24.39932954332535
446,30,non,master,oui,1786,,,0.16,1693526400.0,,5000.0,500.0,35.153750611615045
447,51,non,bac+2,oui,1739,célibataire,,0.98,1742947200.0,551.0,497.62,500.0,24.404676086120727
448,63,non,bac,oui,2685,veuf,2.0,0.87,1663891200.0,,,500.0,34.33908963257931
449,36,oui,master,oui,1669,célibataire,,0.35,1621123200.0,474.0,,500.0,26.07617753419734
450,49,non,master,oui,3643,divorcé,,0.1,1723248000.0,399.0,5000.0,500.0,43.551810813789686
451,57,oui,doctorat,oui,2740,marié,,0.88,1701648000.0,348.0,989.26,500.0,25.713684345861502
452,74,oui,bac,non,2031,,,0.21,1592784000.0,380.0,642.2,11972.120859984405,29.144303109708343
453,36,non,doctorat,non,1272,,5.0,0.36,1665878400.0,613.0,813.6,1227.5865534500588,34.39810697694666
454,70,non,master,non,1663,marié,,0.85,1622851200.0,794.0,149.76,500.0,35.4594744566154
455,59,oui,doctorat,non,2624,veuf,3.0,0.11,1635897600.0,562.0,891.78,23221.399167472908,29.208639495353808
456,71,oui,master,oui,2408,veuf,1.0,0.9,1638057600.0,505.0,10000.0,2205.920199980802,21.222203791700412
457,25,oui,aucun,non,3476,divorcé,1.0,0.45,1691625600.0,824.0,,500.0,17.84870916536924
458,45,oui,doctorat,non,1862,veuf,,0.14,1612656000.0,,5000.0,14755.631019603068,23.712604679383865
459,41,non,doctorat,oui,894,marié,,0.72,1583539200.0,,586.23,500.0,28.771010711804713
460,38,non,doctorat,non,4234,,,0.15,1614297600.0,819.0,943.87,32022.80586013726,28.24303977405568
461,31,non,bac,oui,2151,marié,2.0,0.72,1615852800.0,843.0,512.31,500.0,24.16816842061019
462,74,non,bac+2,non,2307,,,0.64,1700956800.0,,5000.0,28797.33435640461,21.58057413345943
463,49,non,bac+2,oui,5697,divorcé,,0.27,1711411200.0,,1040.44,7670.734721034788,18.201986518875216
464,58,oui,bac+2,oui,500,veuf,,0.06,1712534400.0,,10000.0,500.0,24.11081287482311
465,20,non,bac,oui,3706,divorcé,,0.68,1635379200.0,,705.01,3004.23131137457,25.230606016767588
466,37,non,master,non,1876,,,0.39,1681430400.0,531.0,617.33,500.0,20.045499378622058
467,48,non,master,oui,500,,,0.68,1582243200.0,,718.43,500.0,25.887709523535225
468,58,non,master,oui,3507,,,0.97,1741132800.0,,10000.0,500.0,15.079263048764737
469,43,non,aucun,oui,1519,,5.0,0.32,1708905600.0,,10000.0,500.0,22.715464722541704
470,22,oui,bac+2,oui,3232,veuf,1.0,0.71,1605312000.0,391.0,5000.0,500.0,17.65895983418272
471,64,oui,bac,oui,2168,divorcé,,0.34,1645056000.0,,10000.0,4384.468242359337,33.051326673987035
472,28,oui,bac,oui,1940,célibataire,,0.91,1663200000.0,409.0,895.6,500.0,27.48729056402546
473,66,non,doctorat,non,1811,marié,5.0,0.1,1610323200.0,,10000.0,1455.6071017893228,23.595610672423906
474,23,oui,bac,non,3868,célibataire,5.0,0.44,1594944000.0,760.0,,46409.0910791451,19.79101068495373
475,60,non,aucun,oui,2294,célibataire,1.0,0.67,1727740800.0,443.0,911.96,500.0,19.766811188983
476,35,oui,aucun,non,2740,,2.0,0.07,1731628800.0,,,9534.088145511838,23.28927286634203
477,46,non,master,oui,4762,divorcé,3.0,0.2,1726272000.0,770.0,933.72,1367.3401133114949,25.932477699574697
478,73,oui,bac,non,2994,,4.0,0.84,1586649600.0,,,24395.738550765163,39.93130223108458
479,62,non,bac,non,3115,divorcé,,0.51,1619913600.0,,,500.0,22.439405106437963
480,20,oui,master,non,4195,marié,4.0,0.9,1702512000.0,803.0,,500.0,30.10691082235671
481,56,oui,bac,oui,2280,célibataire,5.0,0.03,1704585600.0,617.0,10000.0,500.0,27.54524385456111
482,49,non,bac+2,non,823,marié,0.0,0.21,1668556800.0,,10000.0,500.0,19.83965947929912
483,40,oui,bac,oui,2838,marié,,0.62,1645056000.0,,10000.0,6464.461322296894,19.833906369648805
484,24,non,aucun,non,1633,marié,1.0,0.48,1614643200.0,,10000.0,500.0,20.813606399191986
485,46,oui,doctorat,oui,2897,veuf,4.0,0.52,1660780800.0,608.0,10000.0,28938.94641199485,13.201248817880503
486,39,oui,bac+2,non,3255,divorcé,2.0,0.25,1620777600.0,432.0,10000.0,33480.26152348707,28.684439537053187
487,49,non,bac,non,1721,,,0.26,1741219200.0,,,500.0,29.03537626962142
